expts/random1.pg	15	26.0977	11	19.645	8	53.2313	0.325405 1
expts/random2.pg	15	25.0185	12	16.4689	8	42.2837	0.257157 2
expts/random3.pg	11	14.2377	10	15.126	8	40.3148	0.146808 3
expts/random4.pg	15	24.6155	14	19.0108	9	52.121	0.25192 4
expts/random5.pg	12	18.2727	12	24.1243	10	68.5372	0.191752 5
expts/random6.pg	11	21.2044	13	23.175	7	46.8199	0.185197 6
expts/random7.pg	13	29.8609	14	27.8775	10	70.5826	0.109793 7
expts/random8.pg	12	25.4547	16	28.6489	8	55.6885	0.245125 8
expts/random9.pg	12	25.6803	11	20.2816	11	80.0616	0.785721 9
expts/random10.pg	12	21.9143	8	14.7207	11	66.4031	0.485698 10
